,Product Name,Type,Specific Type,Payment Method,Vendor,Ships From,Ships To,Order Quantity,Price,IDENTIFIER
product 7,Amnesia Haze Indoor 22% THC (FREE SHIPPING),Cannabis,Buds & Flowers,FE,TopShellNL,Netherlands,Worldwide,2.5g,35,TopShellNL
product 0,REA! Greenhouse Amensia (AA+),Cannabis,Buds & Flowers,Escrow,TopStop,Sweden,Sweden,2.5g,24,TopStop
product 1,REA! Greenhouse Skunk (AA) Indica,Cannabis,Buds & Flowers,Escrow,TopStop,Sweden,Sweden,2.5g,23,TopStop
product 2,NY BATCH! MYCKET BRA PRIS! (A+) Lemon Haze,Cannabis,Buds & Flowers,Escrow,TopStop,Sweden,Sweden,2.5g,19,TopStop
product 3,(AAA) Caramello Hash,Cannabis,Hash,Escrow,TopStop,Sweden,Sweden,2.5g,20,TopStop
product 0,Cali Strains - 23-25% THC [BULK],Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,250g,1800,TopWeedOnly
product 1,RS 11 - Original Cali Weed - 28% THC [US IMPORT!],Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,3.5g,80,TopWeedOnly
product 2,AK 47 - Hybrid Strain - 21% THC,Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,5g,45,TopWeedOnly
product 3,[BULK] AK 47 - Hybrid Strain - 21% THC [BULK],Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,250g,1500,TopWeedOnly
product 4,[BULK] Amnesia Haze - Sativa Strain - 22% THC [BULK],Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,250g,1600,TopWeedOnly
product 5,Sundae Driver - Cali Strain - 25% THC,Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,5g,60,TopWeedOnly
product 6,Baklava - Cali Strain - 24% THC,Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,5g,60,TopWeedOnly
product 7,Ice Cream Cake - Cali Strain - 25% THC,Cannabis,Buds & Flowers,Escrow,TopWeedOnly,Germany,Europe,5g,60,TopWeedOnly
product 0,Norco Hydrocodone M367 US 2 US,Prescriptions,Vicodin,Escrow,TorPharmacy,United States of America,United States of America,100,643,TorPharmacy
product 0,PURE COLUMBIAN COCAINE,Stimulants,Coke,Escrow,TRAP2THEFUTURE,United States of America,United States of America,3.5g,177,TRAP2THEFUTURE
product 1,PHARMACY GRADE ADDERALL,Stimulants,Pills,Escrow,TRAP2THEFUTURE,United States of America,United States of America,25,92,TRAP2THEFUTURE
product 2,BIKER CRYSTAL  METH,Stimulants,Meth,Escrow,TRAP2THEFUTURE,United States of America,United States of America,3.5g,74,TRAP2THEFUTURE
product 3,PHARMACY GRADE OXYCODONE,Opiates,Pills,Escrow,TRAP2THEFUTURE,United States of America,United States of America,25,92,TRAP2THEFUTURE
product 0,"0.5G-28G High Quality, Smooth Colombian Cocaine ( FREE NDD )",Stimulants,Coke,Escrow,trichomes,United Kingdom,United Kingdom,0.5g,34,trichomes
product 0,100 mcg LSD-lappuja,Pyschedelic,LSD,Escrow,Trippikirje,Finland,Finland,1,13,Trippikirje
product 0,Gold Coast Clear THC Cartridges - 1000 mg,Cannabis,E-Liquid,Escrow,trippyturtle,United States of America,United States of America,1,11,trippyturtle
product 1,Dank Ass Badder/Budder Variety Pack - THC/Wax,Cannabis,Hash,Escrow,trippyturtle,United States of America,United States of America,1oz,124,trippyturtle
product 2,Dank Ass Badder and Crumble Variety Pack - THC/Wax,Cannabis,Concentrates,Escrow,trippyturtle,United States of America,United States of America,14g,78,trippyturtle
product 3,Private Reserve Sugar Resin - THC/Wax,Cannabis,Concentrates,Escrow,trippyturtle,United States of America,United States of America,7g,69,trippyturtle
product 4,Dank Ass Crumlbe Variety Pack - THC/Wax,Cannabis,Concentrates,Escrow,trippyturtle,United States of America,United States of America,1oz,124,trippyturtle
product 5,Sour Patch Watermelons THC Edibles - 500mg,Cannabis,Edibles,Escrow,trippyturtle,United States of America,United States of America,1,11,trippyturtle
product 6,Private Reserve Crumble (various strains) - thc wax,Cannabis,Concentrates,Escrow,trippyturtle,United States of America,United States of America,7g,69,trippyturtle
product 7,Top Shelf Crumble - THC/Wax,Cannabis,Concentrates,Escrow,trippyturtle,United States of America,United States of America,7g,55,trippyturtle
product 0,Flavoured DMT e juice vape cartridge 1ml,Pyschedelic,DMT,Escrow,triptotheunknown,United Kingdom,Worldwide,1,46,triptotheunknown
product 1,TMA-2 powder,Pyschedelic,Mescaline,Escrow,triptotheunknown,United Kingdom,Worldwide,0.25g,55,triptotheunknown
product 2,4-FluoroAmphetamine 130mg pills,Stimulants,Pills,Escrow,triptotheunknown,United Kingdom,Worldwide,5,45,triptotheunknown
product 3,Mescaline Pills,Pyschedelic,Mescaline,Escrow,triptotheunknown,United Kingdom,Worldwide,5,101,triptotheunknown
product 4,5meo 1ml cartridge,Pyschedelic,DMT,Escrow,triptotheunknown,United Kingdom,Worldwide,1,55,triptotheunknown
product 5,TMA-2 pills,Pyschedelic,Mescaline,Escrow,triptotheunknown,United Kingdom,Worldwide,5,40,triptotheunknown
product 6,"MDMA 150mg pills, 5 pills, UK TO UK",Ecstasy,Pills,Escrow,triptotheunknown,United Kingdom,United Kingdom,5,37,triptotheunknown
product 7,DOM 5mg pills,Pyschedelic,DOx,Escrow,triptotheunknown,United Kingdom,Worldwide,5,45,triptotheunknown
product 0,SUPERMAN 250 ug (SWISS +99% LSD-25),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,2,23,Trollkarlen
product 1,PSYGNOME 200 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,2,19,Trollkarlen
product 2,SACRED GEOMETRY 200 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,2,19,Trollkarlen
product 3,MOTHER NATURE 150 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,3,22,Trollkarlen
product 4,KRISHNA 150 ug (SWISS +99% LSD-25),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,3,22,Trollkarlen
product 5,FISHING BART  250 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,2,23,Trollkarlen
product 6,ORANGE SUNSHINE 150 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,3,22,Trollkarlen
product 7,BUDDHA LAMA 150 ug (SWISS +99%),Pyschedelic,LSD,Escrow,Trollkarlen,Sweden,Europe,3,22,Trollkarlen
product 0,High-Purity DMT Crystal,Pyschedelic,DMT,Escrow,TryptaMagic,United States of America,United States of America,1g,64,TryptaMagic
product 1,Mushroom Hot Chocolate Mix,Pyschedelic,Mushrooms,Escrow,TryptaMagic,United States of America,United States of America,3,23,TryptaMagic
product 2,35% DMT Harmala Changa Blend,Pyschedelic,DMT,Escrow,TryptaMagic,United States of America,United States of America,1g,41,TryptaMagic
product 3,1/2 mL DMT Vaporizer Cartridge,Pyschedelic,DMT,Escrow,TryptaMagic,United States of America,United States of America,1,41,TryptaMagic
product 4,50% DMT Changa Blend,Pyschedelic,DMT,Escrow,TryptaMagic,United States of America,United States of America,1g,51,TryptaMagic
product 5,1 mL DMT Vaporizer Cartridge,Pyschedelic,DMT,Escrow,TryptaMagic,United States of America,United States of America,1,64,TryptaMagic
product 6,Mushrooms- Brazilian Cubensis,Pyschedelic,Mushrooms,Escrow,TryptaMagic,United States of America,United States of America,30g,60,TryptaMagic
product 7,TMs Tip Jar,Other,Things that fit nowhere else,Escrow,TryptaMagic,United States of America,United States of America,1,1,TryptaMagic
product 0,OXYCODONE OC 20mg AUTHENTIC INSTANT RELEASE | LIMITED,Opiates,Pills,Escrow,TuAmigo,United States of America,United States of America,1,23,TuAmigo
product 1,CLONAZEPAM 2MG TABLETS TEMPUS PHARMA | FIRESALE!,Benzodiazepines,Pills,Escrow,TuAmigo,United States of America,United States of America,90,138,TuAmigo
product 2,OXYCODONE OC 40mg AUTHENTIC INSTANT RELEASE | LIMITED STOCK,Opiates,Pills,Escrow,TuAmigo,United States of America,United States of America,1,39,TuAmigo
product 0,UK NDD GBL RED TOP 50ml - 100ml 99.99% Pharma Grade,Disassociatives,GBL,Escrow,UKBolt,United Kingdom,United Kingdom,50ml,57,UKBolt
product 1,GHB/GBL RED TOP 99.99% 50-500ml Pharma Grade UK - UK NDD,Disassociatives,GHB,Escrow,UKBolt,United Kingdom,United Kingdom,50ml,68,UKBolt
product 2,UK NDD 0.50g - 6g Crystal Meth HK++ LAB TESTED at 98% Pure,Stimulants,Meth,Escrow,UKBolt,United Kingdom,United Kingdom,0.5g,40,UKBolt
product 3,GBL RED TOP 50ml 99.99% Pharma Grade UK - UK NDD,Disassociatives,GHB,Escrow,UKBolt,United Kingdom,United Kingdom,50ml,62,UKBolt
product 4,GBL/GHB RED TOP 50ml 99.99% Pharma Grade UK - UK NDD,Disassociatives,GBL,Escrow,UKBolt,United Kingdom,United Kingdom,50ml,62,UKBolt
product 0,40 per gram! UKCs Lower purity cocaine at 60%. Great resell,Stimulants,Coke,Escrow,UKCONTRABAND,United Kingdom,United Kingdom,0.5g,28,UKCONTRABAND
product 1,60 per gram! UKCs 89% PURE BOLIVIAN BRICK COCAINE. RAW,Stimulants,Coke,Escrow,UKCONTRABAND,United Kingdom,United Kingdom,0.5g,40,UKCONTRABAND
product 0,Istanbul Branch - Pre-order - F.E,Cannabis,Buds & Flowers,Escrow,UKWeedShop,Turkey,Turkey,100g,908,UKWeedShop
product 0,Oxycodone / Oxycodone Pills 80mg Genuine UK Pharma stock,Opiates,Pills,Escrow,UncutGems,United Kingdom,Worldwide,1,19,UncutGems
product 0,300 UG LSD BLOTTER TABS MUSHROOM SHISHA DUTCH IMPORTS,Pyschedelic,LSD,Escrow,Vanillauk,United Kingdom,Worldwide,5,45,Vanillauk
product 1,S-Isomer KETAMINE SHARD UK-UK DUTCH IMPORT TRACKED 24,Disassociatives,Ketamine,Escrow,Vanillauk,United Kingdom,United Kingdom,0.5g,11,Vanillauk
product 2,★ XTC Pink MYBRAND 280MG MDMA ★IMPORT TRACKED 24,Ecstasy,Pills,Escrow,Vanillauk,United Kingdom,United Kingdom,1,6,Vanillauk
product 3,★MDMA CHAMPAGNE ROCKS HIGH QUALITY★IMPORT  TRACKED 24,Ecstasy,MDMA,Escrow,Vanillauk,United Kingdom,United Kingdom,1g,17,Vanillauk
product 4,30MG  2CB DUTCH IMPORT HQ TRACKED 24,Pyschedelic,2C-x,Escrow,Vanillauk,United Kingdom,United Kingdom,5,45,Vanillauk
product 5,FULL GRAM PERUVIAN 92% IMPORTED FLAKE NEW BRICK - TRACKED 24,Stimulants,Coke,Escrow,Vanillauk,United Kingdom,United Kingdom,0.1g,23,Vanillauk
product 6,Crypto.com Full account verified with device & sim,Other,SIM Cards & Phones,Escrow,Vanillauk,United Kingdom,Worldwide,1,2271,Vanillauk
product 0,MAGNIFIK INTROREA🍫BLOMKÅLSHUVUD🍫PREMIUM HASCH🍫,Cannabis,Hash,Escrow,VattenKranen,Sweden,Sweden,5g,27,VattenKranen
product 1,HELT OTROLIG INTROREA★HÖGTA KVALITÉ★AT´S BÄSTA TJACK,Stimulants,Speed,Escrow,VattenKranen,Sweden,Sweden,5g,27,VattenKranen
product 2,MAGNIFIK INTROREA🌿AMNESIA HAZE 🍀 PREMIUM WEED+++++🍁,Cannabis,Buds & Flowers,Escrow,VattenKranen,Sweden,Sweden,2g,19,VattenKranen
product 3,LEXUS🍫MEST PRISVÄRDA PÅ AT🍫PREMIUM HASCH!!,Cannabis,Hash,Escrow,VattenKranen,Sweden,Sweden,5g,27,VattenKranen
product 4,FRANSKA SUBUTEX 8 MG BUPRENORFIN🛥BF: 05/2025 SNABB SÄKER,Opiates,Opiate Substitutes,Escrow,VattenKranen,Sweden,Sweden,1,17,VattenKranen
product 5,RAFFINERAT RÅ OPIUM🌑24 H,Opiates,Heroin,Escrow,VattenKranen,Sweden,Sweden,1g,49,VattenKranen
product 0,Custom - Jbk,Cannabis,Buds & Flowers,Escrow,VeteransEU,Netherlands,North America,1kg,7000,VeteransEU
product 1,Custom Listing - TF,Ecstasy,Pills,Escrow,VeteransEU,Netherlands,Europe,1000,1200,VeteransEU
product 2,Custom  - DW,Ecstasy,Pills,Escrow,VeteransEU,Netherlands,Europe,12500,18500,VeteransEU
product 3,Custom Order - Z,Stimulants,Coke,Escrow,VeteransEU,Netherlands,Europe,25g,3000,VeteransEU
product 4,Custom Listing - XT,Ecstasy,Pills,Escrow,VeteransEU,Netherlands,Europe,5000,12100,VeteransEU
product 5,Custom - 23,Cannabis,Buds & Flowers,Escrow,VeteransEU,Netherlands,North America,25mg,150,VeteransEU
product 6,custom - tsb,Pyschedelic,LSD,Escrow,VeteransEU,Netherlands,Worldwide,1000,1000,VeteransEU
product 7,Custom - H3,Disassociatives,Ketamine,Escrow,VeteransEU,Netherlands,Europe,1kg,5600,VeteransEU
product 0,💦 MDMA Champagne 88%+ Purity - FREE TRACKING 💦,Ecstasy,MDMA,Escrow,VitaminWater,Netherlands,Europe,5g,70,VitaminWater
